km_driven,age,location,brand,model,vehicle_type,engine_capacity,origin,price
999,8,Huyện Bình Chánh,Honda,PS,Tay ga,100 - 175 cc,Nước khác,29.5
31034,13,Huyện Bình Chánh,SYM,Attila,Tay ga,Other,Việt Nam,3.0
9000,9,Huyện Bình Chánh,Honda,CB,Tay côn/Moto,Trên 175 cc,Nhật Bản,1.0
7879,7,Huyện Bình Chánh,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Nước khác,35.0
25000,5,Huyện Bình Chánh,Yamaha,Janus,Tay ga,50 - 100 cc,Nhật Bản,13.0
5137,1,Huyện Bình Chánh,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,44.0
25000,5,Huyện Bình Chánh,Yamaha,Janus,Tay ga,50 - 100 cc,Nhật Bản,14.0
54558,7,Huyện Bình Chánh,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,25.0
100000,13,Huyện Bình Chánh,Honda,SH,Tay ga,100 - 175 cc,Nước khác,83.0
25000,22,Huyện Bình Chánh,Honda,Dòng khác,Tay ga,Dưới 50 cc,Nhật Bản,6.5
35000,9,Huyện Bình Chánh,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,12.0
10000,25,Huyện Bình Chánh,Yamaha,Dòng khác,Xe số,Dưới 50 cc,Nhật Bản,18.5
25000,17,Huyện Bình Chánh,Honda,PS,Tay ga,100 - 175 cc,Nước khác,20.0
18000,2,Huyện Bình Chánh,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,15.0
40000,19,Huyện Bình Chánh,Honda,SH,Tay ga,100 - 175 cc,Nước khác,69.0
0,7,Huyện Bình Chánh,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,19.5
0,18,Huyện Bình Chánh,Honda,Click,Tay ga,100 - 175 cc,Việt Nam,7.5
40000,18,Huyện Bình Chánh,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Nước khác,3.5
11000,14,Huyện Bình Chánh,Honda,SH,Tay ga,100 - 175 cc,Nước khác,200.0
65000,6,Huyện Bình Chánh,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,21.0
800,3,Huyện Bình Chánh,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Đang cập nhật,30.5
8386,21,Huyện Bình Chánh,Yamaha,Jupiter,Xe số,100 - 175 cc,Nhật Bản,3.7
19000,13,Huyện Bình Chánh,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,10.0
80000,6,Huyện Bình Chánh,Honda,Dòng khác,Tay ga,100 - 175 cc,Đang cập nhật,24.0
49000,25,Huyện Bình Chánh,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,15.5
12345,13,Huyện Bình Chánh,Yamaha,Nouvo,Tay ga,100 - 175 cc,Đang cập nhật,5.3
8386,12,Huyện Bình Chánh,Yamaha,Jupiter,Xe số,100 - 175 cc,Nhật Bản,3.7
9216,16,Huyện Bình Chánh,Yamaha,Jupiter,Xe số,100 - 175 cc,Hàn Quốc,3.0
4500,4,Huyện Bình Chánh,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,28.0
1050,2,Huyện Bình Chánh,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,37.0
4678,15,Huyện Bình Chánh,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,6.0
30000,22,Huyện Bình Chánh,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,19.0
30000,12,Huyện Bình Chánh,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,8.8
5000,17,Huyện Bình Chánh,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,8.0
88888,9,Huyện Bình Chánh,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,10.0
10000,23,Huyện Bình Chánh,Honda,Dream,Xe số,100 - 175 cc,Trung Quốc,3.5
69000,21,Huyện Bình Chánh,Yamaha,Mio,Tay ga,100 - 175 cc,Đang cập nhật,4.9
8000,1,Huyện Bình Chánh,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,68.0
33400,5,Huyện Bình Chánh,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,24.0
12345,19,Huyện Bình Chánh,Yamaha,Nouvo,Tay ga,100 - 175 cc,Đang cập nhật,3.8
21000,2,Huyện Bình Chánh,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,27.0
9000,6,Huyện Bình Chánh,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Nước khác,29.5
2408,5,Huyện Bình Chánh,Honda,Wave,Xe số,Other,Bảo hành hãng,4.6
90000,14,Huyện Bình Chánh,Honda,PCX,Tay ga,100 - 175 cc,Việt Nam,12.0
20000,16,Huyện Bình Chánh,Yamaha,Dòng khác,Tay ga,100 - 175 cc,Nhật Bản,2.0
30000,7,Huyện Bình Chánh,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,37.0
66310,8,Huyện Bình Chánh,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,14.0
10000,18,Huyện Bình Chánh,Honda,Wave,Xe số,50 - 100 cc,Trung Quốc,4.0
15000,6,Huyện Bình Chánh,Honda,Blade,Xe số,100 - 175 cc,Nhật Bản,8.8
500,6,Huyện Bình Chánh,Honda,SH,Tay ga,Other,Nhật Bản,39.0
20000,3,Huyện Bình Chánh,Honda,Blade,Xe số,100 - 175 cc,Nhật Bản,15.5
25000,13,Huyện Bình Chánh,Piaggio,LX,Tay ga,100 - 175 cc,Việt Nam,13.5
71000,7,Huyện Bình Chánh,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,55.0
41000,17,Huyện Bình Chánh,SYM,Attila,Tay ga,100 - 175 cc,Đài Loan,2.5
40000,4,Huyện Bình Chánh,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,28.0
70000,21,Huyện Bình Chánh,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Trung Quốc,1.5
23000,8,Huyện Bình Chánh,Honda,Vario,Tay ga,50 - 100 cc,Việt Nam,59.8
9000,4,Huyện Bình Chánh,Honda,Future,Xe số,100 - 175 cc,Việt Nam,38.0
19000,4,Huyện Bình Chánh,Yamaha,Janus,Tay ga,100 - 175 cc,Đang cập nhật,14.5
0,19,Huyện Bình Chánh,Honda,Wave,Xe số,50 - 100 cc,Trung Quốc,3.9
1200,17,Huyện Bình Chánh,Honda,SH,Tay ga,100 - 175 cc,Nước khác,80.0
49000,5,Huyện Bình Chánh,Honda,Cub,Xe số,Dưới 50 cc,Nhật Bản,10.0
10000,9,Huyện Bình Chánh,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,7.5
20000,4,Huyện Bình Chánh,Kawasaki,Z650,Tay côn/Moto,Trên 175 cc,Nhật Bản,110.0
8000,3,Huyện Bình Chánh,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,80.0
25000,16,Huyện Bình Chánh,Honda,Dream,Xe số,50 - 100 cc,Trung Quốc,2.5
35000,5,Huyện Cần Giờ,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,42.0
77000,8,Huyện Cần Giờ,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,18.0
50000,6,Huyện Cần Giờ,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,35.0
5943,4,Huyện Cần Giờ,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,85.0
31579,16,Huyện Cần Giờ,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,15.0
40000,13,Huyện Cần Giờ,Yamaha,Nozza,Tay ga,100 - 175 cc,Việt Nam,20.0
5500,9,Huyện Cần Giờ,Yamaha,TFX,Tay côn/Moto,100 - 175 cc,Đang cập nhật,40.0
10000,3,Huyện Cần Giờ,Honda,Future,Xe số,100 - 175 cc,Việt Nam,39.0
2000,2,Huyện Cần Giờ,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,35.0
10000,13,Huyện Củ Chi,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,13.0
20000,12,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,8.0
10000,26,Huyện Củ Chi,Honda,Dream,Xe số,50 - 100 cc,Nhật Bản,34.0
46000,6,Huyện Củ Chi,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,12.5
25000,3,Huyện Củ Chi,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Đang cập nhật,16.0
10000,10,Huyện Củ Chi,SYM,Elizabeth,Tay ga,100 - 175 cc,Đang cập nhật,4.5
33333,13,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,8.3
75000,12,Huyện Củ Chi,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,16.8
88902,12,Huyện Củ Chi,SYM,Shark,Tay ga,100 - 175 cc,Đài Loan,7.0
15736,4,Huyện Củ Chi,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,15.0
35000,14,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,9.8
20000,7,Huyện Củ Chi,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,17.0
19000,3,Huyện Củ Chi,Yamaha,Jupiter,Xe số,100 - 175 cc,Thái Lan,26.0
200,8,Huyện Củ Chi,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,17.0
10000,4,Huyện Củ Chi,Yamaha,Grande,Tay ga,100 - 175 cc,Việt Nam,25.0
40000,22,Huyện Củ Chi,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Việt Nam,20.0
40000,8,Huyện Củ Chi,Yamaha,TFX,Tay côn/Moto,100 - 175 cc,Thái Lan,28.0
99999,9,Huyện Củ Chi,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,12.5
48000,12,Huyện Củ Chi,Suzuki,GZ,Tay côn/Moto,100 - 175 cc,Việt Nam,39.0
16000,7,Huyện Củ Chi,Suzuki,GSX,Tay côn/Moto,Trên 175 cc,Đang cập nhật,210.0
30000,20,Huyện Củ Chi,Yamaha,Mio,Tay ga,50 - 100 cc,Việt Nam,9.8
10000,27,Huyện Củ Chi,Suzuki,Sport / Xipo,Xe số,100 - 175 cc,Nước khác,168.0
44005,8,Huyện Củ Chi,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,66.0
10000,26,Huyện Củ Chi,Honda,Dream,Xe số,100 - 175 cc,Nhật Bản,22.0
19912,4,Huyện Củ Chi,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,60.0
25000,5,Huyện Củ Chi,Yamaha,Acruzo,Tay ga,100 - 175 cc,Đang cập nhật,15.5
26000,15,Huyện Củ Chi,Honda,Click,Tay ga,50 - 100 cc,Nhật Bản,13.5
1369,24,Huyện Củ Chi,Honda,Dream,Xe số,50 - 100 cc,Đài Loan,4.3
40000,12,Huyện Củ Chi,Piaggio,Liberty,Tay ga,100 - 175 cc,Nước khác,10.0
9,9,Huyện Củ Chi,Honda,Wave,Xe số,100 - 175 cc,Hàn Quốc,2.3
15000,7,Huyện Củ Chi,Suzuki,GD,Xe số,100 - 175 cc,Việt Nam,6.0
1000,8,Huyện Củ Chi,Benelli,T15,Tay côn/Moto,100 - 175 cc,Trung Quốc,10.89
0,0,Huyện Củ Chi,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,78.0
19,5,Huyện Củ Chi,GPX,Demon 150GR,Tay côn/Moto,100 - 175 cc,Thái Lan,24.8
42405,7,Huyện Củ Chi,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Nước khác,17.5
49149,7,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,17.5
28000,4,Huyện Củ Chi,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,40.0
30000,6,Huyện Củ Chi,Honda,Dòng khác,Tay ga,Dưới 50 cc,Nhật Bản,14.0
100000,20,Huyện Củ Chi,Honda,Spacy,Tay ga,100 - 175 cc,Nhật Bản,3.5
40000,14,Huyện Củ Chi,Yamaha,Mio,Tay ga,100 - 175 cc,Nhật Bản,6.5
36000,3,Huyện Củ Chi,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,30.0
30000,5,Huyện Củ Chi,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,42.0
10000,13,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,12.5
9000,6,Huyện Củ Chi,Honda,Vario,Tay ga,100 - 175 cc,Nhật Bản,35.8
13000,6,Huyện Củ Chi,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,15.0
13000,14,Huyện Củ Chi,Honda,CBR,Tay côn/Moto,100 - 175 cc,Thái Lan,25.0
5000,19,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,7.5
20000,3,Huyện Củ Chi,Honda,Vario,Tay ga,100 - 175 cc,Nhật Bản,33.5
20000,10,Huyện Củ Chi,Kymco,Like MMC,Tay ga,100 - 175 cc,Đài Loan,5.5
47000,8,Huyện Củ Chi,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,67.0
79000,26,Huyện Củ Chi,Honda,Wave,Xe số,100 - 175 cc,Thái Lan,30.0
1234,15,Huyện Củ Chi,Yamaha,Nouvo,Tay ga,100 - 175 cc,Thái Lan,3.5
50000,14,Huyện Củ Chi,Yamaha,Nouvo,Tay ga,100 - 175 cc,Việt Nam,5.7
10000,13,Huyện Củ Chi,Yamaha,Nouvo,Tay ga,100 - 175 cc,Đang cập nhật,6.0
11000,9,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,16.0
33333,10,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,13.5
100000,16,Huyện Củ Chi,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,19.0
33333,10,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,13.0
550,0,Huyện Củ Chi,Taya,Cub,Xe số,50 - 100 cc,Việt Nam,14.9
50000,12,Huyện Củ Chi,Hãng khác,Dòng khác,Tay ga,100 - 175 cc,Nước khác,4.7
12450,5,Huyện Củ Chi,Yamaha,Janus,Tay ga,100 - 175 cc,Nhật Bản,17.0
8686,18,Huyện Củ Chi,Honda,Wave,Xe số,50 - 100 cc,Nhật Bản,8.0
16000,7,Huyện Củ Chi,Suzuki,GSX,Tay côn/Moto,Trên 175 cc,Đang cập nhật,2.1
20000,20,Huyện Củ Chi,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Hàn Quốc,5.0
27000,5,Huyện Củ Chi,Honda,Wave,Xe số,100 - 175 cc,Thái Lan,58.0
35799,12,Huyện Củ Chi,Yamaha,Cuxi,Tay ga,100 - 175 cc,Đang cập nhật,20.9
100000,15,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,12.5
6868,13,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,16.8
60000,14,Huyện Củ Chi,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,5.3
27000,9,Huyện Củ Chi,Honda,Blade,Xe số,100 - 175 cc,Việt Nam,10.0
0,19,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,27.0
9999,10,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Nhật Bản,14.8
33000,14,Huyện Củ Chi,Suzuki,Xbike,Xe số,100 - 175 cc,Nhật Bản,5.0
32000,3,Huyện Củ Chi,Honda,Sonic,Tay côn/Moto,100 - 175 cc,Nước khác,23.8
99999,11,Huyện Củ Chi,Detech,Espero,Tay côn/Moto,100 - 175 cc,Nước khác,6.5
25000,3,Huyện Củ Chi,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Đang cập nhật,19.5
52000,17,Huyện Củ Chi,Honda,Dream,Xe số,50 - 100 cc,Việt Nam,26.8
13500,6,Huyện Củ Chi,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5
12000,3,Huyện Củ Chi,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,28.0
327,28,Huyện Củ Chi,Honda,67,Xe số,50 - 100 cc,Nhật Bản,9.5
26000,1,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,27.5
40000,6,Huyện Củ Chi,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Nước khác,32.0
16000,3,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,14.5
11111,10,Huyện Củ Chi,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,10.0
17000,16,Huyện Củ Chi,SYM,Elizabeth,Tay ga,100 - 175 cc,Đang cập nhật,2.5
1234,13,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,10.5
111111,12,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Đang cập nhật,28.5
50000,9,Huyện Củ Chi,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,24.0
50000,15,Huyện Củ Chi,Honda,Dream,Xe số,100 - 175 cc,Trung Quốc,2.5
63000,10,Huyện Củ Chi,SYM,Galaxy,Xe số,100 - 175 cc,Hàn Quốc,7.9
1237,12,Huyện Củ Chi,Yamaha,Nouvo,Tay ga,100 - 175 cc,Việt Nam,6.8
2000,6,Huyện Củ Chi,Yamaha,R,Tay côn/Moto,100 - 175 cc,Việt Nam,35.0
9,13,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,6.9
0,11,Huyện Củ Chi,Yamaha,Nozza,Tay ga,100 - 175 cc,Nước khác,8.8
23000,4,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,40.0
58000,7,Huyện Củ Chi,Honda,Winner,Xe số,Other,Bảo hành hãng,17.0
30000,11,Huyện Củ Chi,SYM,Elizabeth,Tay ga,100 - 175 cc,Đang cập nhật,4.7
10000,2,Huyện Củ Chi,Honda,Vario,Tay ga,100 - 175 cc,Đang cập nhật,33.0
1234,14,Huyện Củ Chi,Halim,Dòng khác,Tay ga,Dưới 50 cc,Việt Nam,8.5
11623,3,Huyện Củ Chi,Yamaha,R,Tay côn/Moto,100 - 175 cc,Nước khác,32.0
1234,10,Huyện Củ Chi,Piaggio,Liberty,Tay ga,100 - 175 cc,Việt Nam,7.5
9,15,Huyện Củ Chi,SYM,Attila,Tay ga,100 - 175 cc,Đài Loan,3.8
15000,4,Huyện Củ Chi,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,14.0
7000,20,Huyện Củ Chi,Honda,Dòng khác,Tay ga,Dưới 50 cc,Nhật Bản,11.0
100000,17,Huyện Củ Chi,Honda,Wave,Xe số,50 - 100 cc,Trung Quốc,8.0
32562,9,Huyện Củ Chi,SYM,Angela,Xe số,Dưới 50 cc,Đài Loan,7.3
100000,7,Huyện Củ Chi,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,13.5
32846,10,Huyện Củ Chi,Honda,Dream,Xe số,100 - 175 cc,Nhật Bản,16.3
100000,14,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,6.35
72000,8,Huyện Củ Chi,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,65.0
18000,27,Huyện Củ Chi,Honda,Dream,Xe số,100 - 175 cc,Đang cập nhật,16.5
10000,25,Huyện Củ Chi,Honda,Dream,Xe số,100 - 175 cc,Đài Loan,5.5
12345,16,Huyện Củ Chi,Hãng khác,Dòng khác,Tay côn/Moto,100 - 175 cc,Nước khác,6.0
70000,10,Huyện Củ Chi,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,9.8
40000,4,Huyện Củ Chi,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,20.0
53284,16,Huyện Củ Chi,SYM,Elegant,Xe số,50 - 100 cc,Đài Loan,6.8
47000,8,Huyện Củ Chi,Honda,MSX 125,Tay côn/Moto,100 - 175 cc,Thái Lan,23.0
9,15,Huyện Củ Chi,Suzuki,Hayate,Tay ga,100 - 175 cc,Nhật Bản,3.9
81111,15,Huyện Củ Chi,Honda,67,Tay côn/Moto,50 - 100 cc,Việt Nam,8.5
32658,18,Huyện Củ Chi,Yamaha,Jupiter,Xe số,50 - 100 cc,Nhật Bản,6.8
100000,14,Huyện Củ Chi,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,2.5
1525,1,Huyện Củ Chi,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,65.5
9,15,Huyện Củ Chi,Piaggio,Vespa,Tay ga,100 - 175 cc,Đức,5.2
30000,7,Huyện Củ Chi,Hãng khác,Dòng khác,Tay côn/Moto,100 - 175 cc,Nước khác,10.0
333,0,Huyện Củ Chi,Honda,Future,Xe số,50 - 100 cc,Đang cập nhật,5.5
8888,19,Huyện Củ Chi,Honda,PS,Xe số,50 - 100 cc,Nhật Bản,10.0
88888,26,Huyện Củ Chi,Honda,Dream,Xe số,50 - 100 cc,Thái Lan,2.0
15000,8,Huyện Củ Chi,SYM,Elegant,Xe số,Dưới 50 cc,Đài Loan,2.5
9999,6,Huyện Củ Chi,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,10.8
9999,12,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,14.3
4567,24,Huyện Củ Chi,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,11.5
60000,11,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,9.5
45000,3,Huyện Củ Chi,Yamaha,Jupiter,Xe số,100 - 175 cc,Việt Nam,17.5
19999,18,Huyện Củ Chi,Honda,Dòng khác,Xe số,100 - 175 cc,Đang cập nhật,6.7
65000,13,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,7.8
13688,8,Huyện Củ Chi,Honda,Blade,Xe số,100 - 175 cc,Việt Nam,9.0
65880,11,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,3.6
28000,6,Huyện Củ Chi,SYM,Elegant,Xe số,Dưới 50 cc,Đài Loan,7.5
28000,7,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,1.234567
6868,9,Huyện Củ Chi,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,16.5
111111,28,Huyện Củ Chi,Honda,Cub,Xe số,50 - 100 cc,Đang cập nhật,10.0
21000,3,Huyện Củ Chi,Peugeot,Django,Tay ga,100 - 175 cc,Đang cập nhật,39.0
45000,3,Huyện Củ Chi,Yamaha,Jupiter,Xe số,100 - 175 cc,Việt Nam,18.0
4000,16,Huyện Củ Chi,Yamaha,Sirius,Xe số,50 - 100 cc,Trung Quốc,5.0
80000,8,Huyện Củ Chi,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nhật Bản,20.5
43579,7,Huyện Củ Chi,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,19.5
99999,14,Huyện Củ Chi,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,24.5
20000,19,Huyện Củ Chi,SYM,Attila,Tay ga,50 - 100 cc,Đài Loan,2.75
22000,7,Huyện Củ Chi,Honda,Blade,Xe số,100 - 175 cc,Việt Nam,12.0
100000,14,Huyện Củ Chi,SYM,Shark,Tay ga,100 - 175 cc,Hàn Quốc,6.0
30000,8,Huyện Củ Chi,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,19.5
29000,7,Huyện Củ Chi,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,21.5
10000,6,Huyện Củ Chi,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,18.0
23451,7,Huyện Củ Chi,Honda,Wave,Xe số,50 - 100 cc,Nhật Bản,10.8
7000,11,Huyện Củ Chi,Honda,PCX,Tay ga,100 - 175 cc,Nhật Bản,25.0
26000,5,Huyện Củ Chi,Honda,Sonic,Xe số,100 - 175 cc,Việt Nam,26.0
31649,6,Huyện Củ Chi,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,11.0
20000,14,Huyện Củ Chi,Yamaha,Luvias,Tay ga,100 - 175 cc,Nhật Bản,7.0
31000,17,Huyện Củ Chi,Honda,Wave,Xe số,50 - 100 cc,Nhật Bản,8.5
17000,15,Huyện Củ Chi,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,13.7
17000,14,Huyện Củ Chi,Honda,Future,Xe số,100 - 175 cc,Đang cập nhật,3.2
20000,14,Huyện Củ Chi,Honda,SH,Tay ga,100 - 175 cc,Nước khác,145.0
15500,7,Huyện Hóc Môn,Suzuki,GSX,Tay côn/Moto,100 - 175 cc,Việt Nam,26.0
55555,15,Huyện Hóc Môn,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,8.7
300,8,Huyện Hóc Môn,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,40.0
34000,7,Huyện Hóc Môn,Honda,SH Mode,Tay ga,100 - 175 cc,Nhật Bản,39.0
45,9,Huyện Hóc Môn,Honda,SH,Tay ga,100 - 175 cc,Nước khác,65.0
32000,9,Huyện Hóc Môn,BMW,Dòng khác,Tay côn/Moto,Trên 175 cc,Đức,265.0
1500,1,Huyện Hóc Môn,Piaggio,Liberty,Tay ga,100 - 175 cc,Việt Nam,42.0
30000,15,Huyện Hóc Môn,Yamaha,Mio,Tay ga,100 - 175 cc,Việt Nam,8.3
9900,13,Huyện Hóc Môn,Honda,SH,Tay ga,100 - 175 cc,Nước khác,200.0
100000,18,Huyện Hóc Môn,Honda,SH,Tay ga,100 - 175 cc,Nước khác,12.0
10000,2,Huyện Hóc Môn,Honda,SH,Tay ga,Trên 175 cc,Thái Lan,115.8
40000,13,Huyện Hóc Môn,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,9.8
100000,2,Huyện Hóc Môn,Nioshima,Nio Fi 50cc,Tay ga,50 - 100 cc,Việt Nam,15.0
40000,10,Huyện Hóc Môn,Yamaha,Grande,Tay ga,100 - 175 cc,Nhật Bản,12.9
14000,5,Huyện Hóc Môn,Piaggio,Vespa,Xe số,100 - 175 cc,Việt Nam,60.0
10000,15,Huyện Hóc Môn,Halim,Dòng khác,Xe số,50 - 100 cc,Trung Quốc,1.0
26000,6,Huyện Hóc Môn,Kawasaki,Z900,Tay côn/Moto,Trên 175 cc,Nước khác,130.0
12345,11,Huyện Hóc Môn,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,7.1
79000,16,Huyện Hóc Môn,Yamaha,Mio,Tay ga,100 - 175 cc,Việt Nam,4.3
36733,4,Huyện Hóc Môn,Suzuki,Sport / Xipo,Tay côn/Moto,100 - 175 cc,Nước khác,282.0
1000,23,Huyện Hóc Môn,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,13.8
65000,10,Huyện Hóc Môn,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,3.5
99999,15,Huyện Hóc Môn,Honda,Air Blade,Tay ga,100 - 175 cc,Thái Lan,21.5
999,3,Huyện Hóc Môn,Yamaha,Exciter,Xe số,100 - 175 cc,Nhật Bản,32.0
60000,16,Huyện Hóc Môn,Honda,Dream,Xe số,50 - 100 cc,Việt Nam,17.0
6658,6,Huyện Hóc Môn,Honda,Sonic,Tay côn/Moto,100 - 175 cc,Nước khác,28.0
30000,8,Huyện Hóc Môn,Hãng khác,Dòng khác,Xe số,50 - 100 cc,Hàn Quốc,6.2
56945,6,Huyện Hóc Môn,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,12.6
